Finny_GLCode;Finny_GLDescription;BalanceTypeCode;BalanceTypeDescription;cgClassificationNewStyle6_GLSchemeCode;GLClassificationCode_RGS versie 3.5;GLClassificationDescr_RGS versie 3.5Description;TypeCode;TypeDescriptionDescription;BalanceSideDescription;BalanceSideCode;InterpretationHint;SemanticDescription
4575;Kasverschillen;W;Winst & Verlies;RGS versie 3.5;WBedAdlKav;Kasverschillen administratieve lasten;121;Algemene kosten;Debet;D;W&V;kasverschillen | tags: w&v
4580;Betalingskortingen;W;Winst & Verlies;RGS versie 3.5;WKprBtkBed;Betalingskorting debiteuren;121;Algemene kosten;Debet;D;W&V;betalingskortingen | tags: w&v
4585;Koersverschillen;W;Winst & Verlies;RGS versie 3.5;WBedAdlVal;Valutaomrekeningsverschillen administratieve lasten;120;Overige kosten;Debet;D;W&V;koersverschillen | tags: w&v
4590;Overige verkoopkosten;W;Winst & Verlies;RGS versie 3.5;WBedVkkOvr;Overige verkoopkosten verkoop gerelateerde kosten;121;Algemene kosten;Debet;D;W&V;overige verkoopkosten | tags: w&v
4600;Huur inventaris;W;Winst & Verlies;RGS versie 3.5;WBedEemHui;Huur inventaris exploitatie- en machinekosten;121;Algemene kosten;Debet;D;W&V;"huur inventaris | tags: huur; w&v"
4610;Kantoorbenodigdheden;W;Winst & Verlies;RGS versie 3.5;WBedKanKan;Kantoorbenodigdheden kantoorkosten;121;Algemene kosten;Debet;D;W&V;kantoorbenodigdheden | tags: w&v
4620;Automatiseringskosten;W;Winst & Verlies;RGS versie 3.5;WBedKanKoa;Kosten automatisering kantoorkosten;121;Algemene kosten;Debet;D;W&V;"automatiseringskosten | tags: auto; vervoermiddel; w&v"
4630;Communicatiekosten;W;Winst & Verlies;RGS versie 3.5;WBedKanTef;Telefoonkosten kantoorkosten;121;Algemene kosten;Debet;D;W&V;communicatiekosten | tags: w&v
4631;Privegebruik communicatiekosten;W;Winst & Verlies;RGS versie 3.5;WBedKanPrt;Privé-gebruik telefoon kantoorkosten;110;Omzet;Credit;C;W&V;privegebruik communicatiekosten | tags: w&v
4640;Kleine aanschaffingen;W;Winst & Verlies;RGS versie 3.5;WBedKanKak;Kleine aanschaffingen kantoorinventaris kantoorkosten;121;Algemene kosten;Debet;D;W&V;kleine aanschaffingen | tags: w&v
4650;Contributies en abonnementen;W;Winst & Verlies;RGS versie 3.5;WBedKanCea;Contributies en abonnementen kantoorkosten;121;Algemene kosten;Debet;D;W&V;contributies en abonnementen | tags: w&v
4660;Onderhoud inventaris;W;Winst & Verlies;RGS versie 3.5;WBedKanRok;Reparatie en onderhoud kantoorinventaris kantoorkosten;121;Algemene kosten;Debet;D;W&V;onderhoud inventaris | tags: w&v
4670;Porto kosten;W;Winst & Verlies;RGS versie 3.5;WBedKanPor;Porti kantoorkosten;121;Algemene kosten;Debet;D;W&V;porto kosten | tags: w&v
4680;Blanco kantoorkosten;W;Winst & Verlies;RGS versie 3.5;WBedKanOka;Overige kantoorkosten kantoorkosten;121;Algemene kosten;Debet;D;W&V;blanco kantoorkosten | tags: w&v
4690;Overige kantoorkosten;W;Winst & Verlies;RGS versie 3.5;WBedKanOka;Overige kantoorkosten kantoorkosten;121;Algemene kosten;Debet;D;W&V;overige kantoorkosten | tags: w&v
4700;Afschrijvingskosten goodwill;W;Winst & Verlies;RGS versie 3.5;WAfsAivGoo;Afschrijvingen goodwill - fiscaal aftrekbaar - afschrijvingen op immateriële vaste activa;122;Afschrijvingskosten;Debet;D;BOTH;"afschrijvingskosten goodwill | tags: afschrijving; balans_en_w&v"
4710;Afschrijvingskosten gebouwen;W;Winst & Verlies;RGS versie 3.5;WAfsAmvBeg;Afschrijvingen Bedrijfsgebouwen;122;Afschrijvingskosten;Debet;D;BOTH;"afschrijvingskosten gebouwen | tags: afschrijving; balans_en_w&v; gebouw; huisvesting; pand"
4720;Afschrijvingskosten machines en installaties;W;Winst & Verlies;RGS versie 3.5;WAfsAmvMei;Afschrijvingen Machines en installaties;122;Afschrijvingskosten;Debet;D;BOTH;"afschrijvingskosten machines en installaties | tags: afschrijving; balans_en_w&v"
4730;Afschrijvingskosten bedrijfsinventaris;W;Winst & Verlies;RGS versie 3.5;WAfsAmvBei;Afschrijvingen Inventaris;122;Afschrijvingskosten;Debet;D;BOTH;"afschrijvingskosten bedrijfsinventaris | tags: afschrijving; balans_en_w&v"
4760;Afschrijvingskosten vervoermiddelen;W;Winst & Verlies;RGS versie 3.5;WAfsAmvTev;Afschrijvingen Automobielen en overige transportmiddelen;122;Afschrijvingskosten;Debet;D;BOTH;"afschrijvingskosten vervoermiddelen | tags: afschrijving; auto; balans_en_w&v; vervoermiddel"
4790;Boekwinst -verlies;W;Winst & Verlies;RGS versie 3.5;WAfsRvmBei;Boekresultaat Inventaris boekresultaat op materiële vaste activa;122;Afschrijvingskosten;Debet;D;W&V;boekwinst -verlies | tags: w&v
4800;Accountantskosten;W;Winst & Verlies;RGS versie 3.5;WBedAeaAeaAnc;Accountantshonoraria inzake andere niet-controlediensten accountants- en advieskosten;121;Algemene kosten;Debet;D;W&V;accountantskosten | tags: w&v
4801;Privegebruik accountantskosten;W;Winst & Verlies;RGS versie 3.5;WBedAeaPda;Privé-gedeelte accountant accountants- en advieskosten;110;Omzet;Credit;C;W&V;privegebruik accountantskosten | tags: w&v
4805;Blanco algemene kosten;W;Winst & Verlies;RGS versie 3.5;WBedAlkOal;Algemene kosten andere kosten;121;Algemene kosten;Debet;D;W&V;blanco algemene kosten | tags: w&v
4810;Juridische kosten;W;Winst & Verlies;RGS versie 3.5;WBedAeaAej;Advocaat en juridisch advies accountants- en advieskosten;121;Algemene kosten;Debet;D;W&V;juridische kosten | tags: w&v
4820;Verzekeringen;W;Winst & Verlies;RGS versie 3.5;WBedAssOva;Overige assurantiepremies assurantiekosten;121;Algemene kosten;Debet;D;W&V;"verzekeringen | tags: verzekering; w&v"
4860;Advieskosten;W;Winst & Verlies;RGS versie 3.5;WBedAeaAdv;Overige advieskosten accountants- en advieskosten;121;Algemene kosten;Debet;D;W&V;advieskosten | tags: w&v
4870;Loonadministratie;W;Winst & Verlies;RGS versie 3.5;WBedKanBoe;Boekhouding kantoorkosten;121;Algemene kosten;Debet;D;W&V;"loonadministratie | tags: loon; personeel; w&v"
4890;Overige algemene kosten;W;Winst & Verlies;RGS versie 3.5;WBedAlkOal;Algemene kosten andere kosten;121;Algemene kosten;Debet;D;W&V;overige algemene kosten | tags: w&v
4900;Rente en kosten bank;W;Winst & Verlies;RGS versie 3.5;WFbeOrlRos;Rentelasten overige schulden rentelasten en soortgelijke kosten;160;Rente inkomsten;Debet;D;W&V;"rente en kosten bank | tags: bank; rente; w&v"
4901;Rente en kosten Belastingdienst;W;Winst & Verlies;RGS versie 3.5;WFbeRlmRbb;Rentebaten belastingen rentebaten en soortgelijke opbrengsten;160;Rente inkomsten;Debet;D;W&V;"rente en kosten belastingdienst | tags: rente; w&v"
4902;Rente Reserve Uitgesteld Salaris;W;Winst & Verlies;RGS versie 3.5;WFbeOrlRos;Rentelasten overige schulden rentelasten en soortgelijke kosten;160;Rente inkomsten;Debet;D;W&V;"rente reserve uitgesteld salaris | tags: loon; personeel; rente; w&v"
4903;Rente spaarrekening;W;Winst & Verlies;RGS versie 3.5;WFbeRlmObr;Rentebaten bankrekeningen rentebaten en soortgelijke opbrengsten;160;Rente inkomsten;Debet;D;W&V;"rente spaarrekening | tags: rente; w&v"
4904;Koersresultaat effecten;W;Winst & Verlies;RGS versie 3.5;WOvtRofOoe;Opbrengst overige effecten opbrengst van vorderingen die tot de vaste activa behoren en van effecten;160;Rente inkomsten;Credit;C;W&V;koersresultaat effecten | tags: w&v
4905;Boetes belastingdienst;W;Winst & Verlies;RGS versie 3.5;WBedAdlBev;Boetes en verhogingen belastingen en premies sociale verzekeringen administratieve lasten;160;Rente inkomsten;Debet;D;W&V;boetes belastingdienst | tags: w&v
4910;Rente rekening-courant directie;W;Winst & Verlies;RGS versie 3.5;WWfaBwvFvaRcd;Rekening-courant directie;160;Rente inkomsten;Debet;D;W&V;"rente rekening-courant directie | tags: rente; w&v"
4911;Rente rekening-courant directie 2;W;Winst & Verlies;RGS versie 3.5;WWfaBwvFvaRcd;Rekening-courant directie;160;Rente inkomsten;Debet;D;W&V;"rente rekening-courant directie 2 | tags: rente; w&v"
4920;Interest loan receivable M van Hattem;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRsa;Rentelasten schulden aan aandeelhouders rentelasten en soortgelijke kosten;160;Rente inkomsten;Credit;C;W&V;interest loan receivable m van hattem | tags: w&v
4921;Rente lening u/g 2;W;Winst & Verlies;RGS versie 3.5;WOvtRofRov;Rentebaten overige vorderingen opbrengst van vorderingen die tot de vaste activa behoren en van effecten;160;Rente inkomsten;Credit;C;BOTH;"rente lening u/g 2 | tags: balans_en_w&v; lening; rente"
4922;Rente lening u/g 3;W;Winst & Verlies;RGS versie 3.5;WOvtRofRov;Rentebaten overige vorderingen opbrengst van vorderingen die tot de vaste activa behoren en van effecten;160;Rente inkomsten;Credit;C;BOTH;"rente lening u/g 3 | tags: balans_en_w&v; lening; rente"
4923;Rente lening u/g 4;W;Winst & Verlies;RGS versie 3.5;WOvtRofRov;Rentebaten overige vorderingen opbrengst van vorderingen die tot de vaste activa behoren en van effecten;160;Rente inkomsten;Credit;C;BOTH;"rente lening u/g 4 | tags: balans_en_w&v; lening; rente"
4924;Rente lening u/g 5;W;Winst & Verlies;RGS versie 3.5;WOvtRofRov;Rentebaten overige vorderingen opbrengst van vorderingen die tot de vaste activa behoren en van effecten;160;Rente inkomsten;Credit;C;BOTH;"rente lening u/g 5 | tags: balans_en_w&v; lening; rente"
4950;Rente rekening-courant groepsmaatschappijen 1;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRgi;Rentelasten schulden groepsmaatschappijen binnenland rentelasten en soortgelijke kosten;121;Algemene kosten;Debet;D;W&V;"rente rekening-courant groepsmaatschappijen 1 | tags: rente; w&v"
4951;Rente rekening-courant groepsmaatschappijen 2;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRgi;Rentelasten schulden groepsmaatschappijen binnenland rentelasten en soortgelijke kosten;121;Algemene kosten;Debet;D;W&V;"rente rekening-courant groepsmaatschappijen 2 | tags: rente; w&v"
4952;Rente rekening-courant groepsmaatschappijen 3;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRgi;Rentelasten schulden groepsmaatschappijen binnenland rentelasten en soortgelijke kosten;121;Algemene kosten;Debet;D;W&V;"rente rekening-courant groepsmaatschappijen 3 | tags: rente; w&v"
4953;Rente rekening-courant groepsmaatschappijen 4;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRgi;Rentelasten schulden groepsmaatschappijen binnenland rentelasten en soortgelijke kosten;121;Algemene kosten;Debet;D;W&V;"rente rekening-courant groepsmaatschappijen 4 | tags: rente; w&v"
4954;Rente rekening-courant groepsmaatschappijen 5;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRgi;Rentelasten schulden groepsmaatschappijen binnenland rentelasten en soortgelijke kosten;121;Algemene kosten;Debet;D;W&V;"rente rekening-courant groepsmaatschappijen 5 | tags: rente; w&v"
4960;Rente hypothecaire lening 1;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRhl;Rentelasten hypethecaire leningen;160;Rente inkomsten;Debet;D;BOTH;"rente hypothecaire lening 1 | tags: balans_en_w&v; lening; rente"
4961;Rente hypothecaire lening 2;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRhl;Rentelasten hypethecaire leningen;160;Rente inkomsten;Debet;D;BOTH;"rente hypothecaire lening 2 | tags: balans_en_w&v; lening; rente"
4962;Rente hypothecaire lening 3;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRhl;Rentelasten hypethecaire leningen;160;Rente inkomsten;Debet;D;BOTH;"rente hypothecaire lening 3 | tags: balans_en_w&v; lening; rente"
4963;Rente hypothecaire lening 4;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRhl;Rentelasten hypethecaire leningen;160;Rente inkomsten;Debet;D;BOTH;"rente hypothecaire lening 4 | tags: balans_en_w&v; lening; rente"
4964;Rente hypothecaire lening 5;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRhl;Rentelasten hypethecaire leningen;160;Rente inkomsten;Debet;D;BOTH;"rente hypothecaire lening 5 | tags: balans_en_w&v; lening; rente"
4970;Rente lening o/g;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRle;Rentelasten overige leningen;160;Rente inkomsten;Debet;D;BOTH;"rente lening o/g | tags: balans_en_w&v; lening; rente"
4971;Rente lening o/g 2;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRle;Rentelasten overige leningen;160;Rente inkomsten;Debet;D;BOTH;"rente lening o/g 2 | tags: balans_en_w&v; lening; rente"
4972;Rente lening o/g 3;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRle;Rentelasten overige leningen;160;Rente inkomsten;Debet;D;BOTH;"rente lening o/g 3 | tags: balans_en_w&v; lening; rente"
4973;Rente lening o/g 4;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRle;Rentelasten overige leningen;160;Rente inkomsten;Debet;D;BOTH;"rente lening o/g 4 | tags: balans_en_w&v; lening; rente"
4974;Rente lening o/g 5;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRle;Rentelasten overige leningen;160;Rente inkomsten;Debet;D;BOTH;"rente lening o/g 5 | tags: balans_en_w&v; lening; rente"
4980;Rente lease Volvo H-384-FP;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRlv;Rentelasten leaseverplichtingen;160;Rente inkomsten;Debet;D;W&V;"rente lease volvo h-384-fp | tags: rente; w&v"
4981;Rente lease Range Rover HND05F;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRlv;Rentelasten leaseverplichtingen;160;Rente inkomsten;Debet;D;W&V;"rente lease range rover hnd05f | tags: rente; w&v"
4982;Rente lease 3;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRlv;Rentelasten leaseverplichtingen;160;Rente inkomsten;Debet;D;W&V;"rente lease 3 | tags: rente; w&v"
4983;Rente lease 4;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRlv;Rentelasten leaseverplichtingen;160;Rente inkomsten;Debet;D;W&V;"rente lease 4 | tags: rente; w&v"
4984;Rente lease 5;W;Winst & Verlies;RGS versie 3.5;WFbeRlsRlv;Rentelasten leaseverplichtingen;160;Rente inkomsten;Debet;D;W&V;"rente lease 5 | tags: rente; w&v"
4990;Oprenting lijfrenteverplichting;W;Winst & Verlies;RGS versie 3.5;WFbeOrlRli;Rentelasten lijfrenteverplichtingen;121;Algemene kosten;Debet;D;W&V;"oprenting lijfrenteverplichting | tags: rente; w&v"
7000;Inkopen;W;Winst & Verlies;RGS versie 3.5;WKprInhInh;Inkoopwaarde handelsgoederen;111;Kostprijs van de omzet;Debet;D;W&V;inkopen | tags: w&v
7010;Inkopen project kiezen zonder verliezen;W;Winst & Verlies;RGS versie 3.5;WKprInhInh;Inkoopwaarde handelsgoederen;111;Kostprijs van de omzet;Debet;D;W&V;inkopen project kiezen zonder verliezen | tags: w&v
7020;Inkopen 3;W;Winst & Verlies;RGS versie 3.5;WKprInhInh;Inkoopwaarde handelsgoederen;111;Kostprijs van de omzet;Debet;D;W&V;inkopen 3 | tags: w&v
7030;Inkopen 4;W;Winst & Verlies;RGS versie 3.5;WKprInhInh;Inkoopwaarde handelsgoederen;111;Kostprijs van de omzet;Debet;D;W&V;inkopen 4 | tags: w&v
7040;Inkopen 5;W;Winst & Verlies;RGS versie 3.5;WKprInhInh;Inkoopwaarde handelsgoederen;111;Kostprijs van de omzet;Debet;D;W&V;inkopen 5 | tags: w&v
7050;Inkopen buitenland binnen EU;W;Winst & Verlies;RGS versie 3.5;WKprInhInh;Inkoopwaarde handelsgoederen;111;Kostprijs van de omzet;Debet;D;W&V;inkopen buitenland binnen eu | tags: w&v
7060;Inkopen buitenland buiten EU;W;Winst & Verlies;RGS versie 3.5;WKprInhInh;Inkoopwaarde handelsgoederen;111;Kostprijs van de omzet;Debet;D;W&V;inkopen buitenland buiten eu | tags: w&v
7100;Werk derden;W;Winst & Verlies;RGS versie 3.5;WKprKuwKuw;Kosten van uitbesteed werk;111;Kostprijs van de omzet;Debet;D;W&V;werk derden | tags: w&v
7110;Werk derden 2;W;Winst & Verlies;RGS versie 3.5;WKprKuwKuw;Kosten van uitbesteed werk;111;Kostprijs van de omzet;Debet;D;W&V;werk derden 2 | tags: w&v
7120;Werk derden 3;W;Winst & Verlies;RGS versie 3.5;WKprKuwKuw;Kosten van uitbesteed werk;111;Kostprijs van de omzet;Debet;D;W&V;werk derden 3 | tags: w&v
7130;Werk derden 4;W;Winst & Verlies;RGS versie 3.5;WKprKuwKuw;Kosten van uitbesteed werk;111;Kostprijs van de omzet;Debet;D;W&V;werk derden 4 | tags: w&v
7140;Werk derden 5;W;Winst & Verlies;RGS versie 3.5;WKprKuwKuw;Kosten van uitbesteed werk;111;Kostprijs van de omzet;Debet;D;W&V;werk derden 5 | tags: w&v
7150;Werk derden BTW verlegd;W;Winst & Verlies;RGS versie 3.5;WKprKuwKuw;Kosten van uitbesteed werk;111;Kostprijs van de omzet;Debet;D;BOTH;"werk derden btw verlegd | tags: balans_en_w&v; btw"
7200;Prijsverschillen;W;Winst & Verlies;RGS versie 3.5;WKprBtkBec;Betalingskortingen op inkopen inkoopwaarde handels- en productiegoederen;111;Kostprijs van de omzet;Debet;D;W&V;prijsverschillen | tags: w&v
7205;Kasverschillen;W;Winst & Verlies;RGS versie 3.5;WKprLebLeb;Inkoopkortingen en bonussen inkoopwaarde handels- en productiegoederen;111;Kostprijs van de omzet;Debet;D;W&V;kasverschillen | tags: w&v
7210;Kredietbeperking;W;Winst & Verlies;RGS versie 3.5;WKprBtkBec;Betalingskortingen op inkopen inkoopwaarde handels- en productiegoederen;111;Kostprijs van de omzet;Debet;D;W&V;kredietbeperking | tags: w&v
7300;Mutatie voorraad;W;Winst & Verlies;RGS versie 3.5;WKprVomVom;Voorraadmutatie inkoopwaarde handels- en productiegoederen;111;Kostprijs van de omzet;Credit;C;BOTH;"mutatie voorraad | tags: balans_en_w&v; voorraad"
7310;Mutatie onderhanden werk;W;Winst & Verlies;RGS versie 3.5;WWivWowWow;Wijziging in vooraden onderhanden werk;111;Kostprijs van de omzet;Credit;C;BOTH;mutatie onderhanden werk | tags: balans_en_w&v
7320;Emballage;W;Winst & Verlies;RGS versie 3.5;WKprKvgKvg;Kosten van grond- en hulpstoffen, ingekocht in Nederland kosten van grond- en hulpstoffen;111;Kostprijs van de omzet;Debet;D;W&V;emballage | tags: w&v
7400;Doorbelaste kosten 1;W;Winst & Verlies;RGS versie 3.5;WBedAlkDak;Doorberekende kosten andere kosten;111;Kostprijs van de omzet;Credit;C;W&V;doorbelaste kosten 1 | tags: w&v
7410;Doorbelaste kosten 2;W;Winst & Verlies;RGS versie 3.5;WBedAlkDak;Doorberekende kosten andere kosten;111;Kostprijs van de omzet;Credit;C;W&V;doorbelaste kosten 2 | tags: w&v
7420;Doorbelaste kosten 3;W;Winst & Verlies;RGS versie 3.5;WBedAlkDak;Doorberekende kosten andere kosten;111;Kostprijs van de omzet;Credit;C;W&V;doorbelaste kosten 3 | tags: w&v
7430;Doorbelaste kosten 4;W;Winst & Verlies;RGS versie 3.5;WBedAlkDak;Doorberekende kosten andere kosten;111;Kostprijs van de omzet;Credit;C;W&V;doorbelaste kosten 4 | tags: w&v
7440;Doorbelaste kosten 5;W;Winst & Verlies;RGS versie 3.5;WBedAlkDak;Doorberekende kosten andere kosten;111;Kostprijs van de omzet;Credit;C;W&V;doorbelaste kosten 5 | tags: w&v
7500;Privegebruik goederen;W;Winst & Verlies;RGS versie 3.5;WKprPrgPrg;Privé-gebruik goederen inkoopwaarde handels- en productiegoederen;110;Omzet;Credit;C;W&V;privegebruik goederen | tags: w&v
8000;Omzet;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet | tags: w&v
8005;Revenue Solarpannels;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;revenue solarpannels | tags: w&v
8010;Omzet boek;W;Winst & Verlies;RGS versie 3.5;WOmzNopOlv;1b. Netto-omzet uit leveringen geproduceerde goederen belast met laag tarief;110;Omzet;Credit;C;W&V;omzet boek | tags: w&v
8015;Omzet 4;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 4 | tags: w&v
8020;Omzet 5;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 5 | tags: w&v
8025;Omzet 6;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 6 | tags: w&v
8030;Omzet 7;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 7 | tags: w&v
8035;Omzet 8;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 8 | tags: w&v
8040;Omzet 9;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 9 | tags: w&v
8045;Omzet 10;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 10 | tags: w&v
8050;Omzet 11;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 11 | tags: w&v
8055;Omzet 12;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 12 | tags: w&v
8060;Omzet 13;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 13 | tags: w&v
8065;Omzet 14;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 14 | tags: w&v
8070;Omzet 15;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 15 | tags: w&v
8075;Omzet 16;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 16 | tags: w&v
8080;Omzet 17;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 17 | tags: w&v
8085;Omzet 18;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 18 | tags: w&v
8090;Omzet 19;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 19 | tags: w&v
8095;Omzet 20;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet 20 | tags: w&v
8100;Managementfee 1;W;Winst & Verlies;RGS versie 3.5;WOmzNodOdh;1a. Netto-omzet uit verleende diensten belast met hoog tarief;110;Omzet;Credit;C;W&V;managementfee 1 | tags: w&v
8110;Managementfee 2;W;Winst & Verlies;RGS versie 3.5;WOmzNodOdh;1a. Netto-omzet uit verleende diensten belast met hoog tarief;110;Omzet;Credit;C;W&V;managementfee 2 | tags: w&v
8120;Managementfee 3;W;Winst & Verlies;RGS versie 3.5;WOmzNodOdh;1a. Netto-omzet uit verleende diensten belast met hoog tarief;110;Omzet;Credit;C;W&V;managementfee 3 | tags: w&v
8130;Managementfee 4;W;Winst & Verlies;RGS versie 3.5;WOmzNodOdh;1a. Netto-omzet uit verleende diensten belast met hoog tarief;110;Omzet;Credit;C;W&V;managementfee 4 | tags: w&v
8140;Managementfee 5;W;Winst & Verlies;RGS versie 3.5;WOmzNodOdh;1a. Netto-omzet uit verleende diensten belast met hoog tarief;110;Omzet;Credit;C;W&V;managementfee 5 | tags: w&v
8200;Omzet onbelast;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlg;1e. Netto-omzet uit leveringen handelsgoederen belast met 0% of niet bij u belast;110;Omzet;Credit;C;W&V;omzet onbelast | tags: w&v
8250;Omzet vrijgesteld;W;Winst & Verlies;RGS versie 3.5;WOmzNopOlg;1e. Netto-omzet uit geproduceerde goederen belast met 0% of niet bij u belast;110;Omzet;Credit;C;W&V;omzet vrijgesteld | tags: w&v
8300;Omzet buitenland binnen EU;W;Winst & Verlies;RGS versie 3.5;WOmzNohOli;3b. Netto-omzet uit leveringen handelsgoederen naar landen binnen de EU;110;Omzet;Credit;C;W&V;omzet buitenland binnen eu | tags: w&v
8310;Omzet buitenland buiten EU (leveringen);W;Winst & Verlies;RGS versie 3.5;WOmzNodOdb;3a. Netto-omzet uit verleende diensten naar landen buiten de EU (uitvoer);110;Omzet;Credit;C;W&V;omzet buitenland buiten eu (leveringen) | tags: w&v
8320;Omzet buitenland buiten EU (diensten);W;Winst & Verlies;RGS versie 3.5;WOmzNodOdi;3b. Netto-omzet uit verleende diensten naar landen binnen de EU;110;Omzet;Credit;C;W&V;omzet buitenland buiten eu (diensten) | tags: w&v
8330;Omzet btw verlegd;W;Winst & Verlies;RGS versie 3.5;WOmzNohOll;2a. Netto-omzet uit leveringen handelsgoederen waarbij de omzetbelasting naar u is verlegd;110;Omzet;Credit;C;BOTH;"omzet btw verlegd | tags: balans_en_w&v; btw"
8350;Blanco omzet buitenland;W;Winst & Verlies;RGS versie 3.5;WOmzNohOlh;1a. Netto-omzet uit verkoop van handelsgoederen belast met hoog tarief;110;Omzet;Credit;C;W&V;blanco omzet buitenland | tags: w&v
8400;Betalingsverschillen verkoop;W;Winst & Verlies;RGS versie 3.5;WBedAdlBet;Betalingsverschillen administratieve lasten;110;Omzet;Credit;C;W&V;betalingsverschillen verkoop | tags: w&v
8410;Verkoopkortingen;W;Winst & Verlies;RGS versie 3.5;WOmzKebVek;Verleende kortingen;110;Omzet;Credit;C;W&V;verkoopkortingen | tags: w&v
8420;Prijsverschillen;W;Winst & Verlies;RGS versie 3.5;WOmzKebVekOkr;Overige verleende kortingen verleende kortingen;110;Omzet;Credit;C;W&V;prijsverschillen | tags: w&v
8500;Omzet nog te factureren;W;Winst & Verlies;RGS versie 3.5;WOmzNopOlh;1a. Netto-omzet uit leveringen geproduceerde goederen belast met hoog tarief;110;Omzet;Credit;C;W&V;omzet nog te factureren | tags: w&v
